age, Job_Category,Level,Nb_Years_School,Ed,marital-status,occupation,sex,gains,losses,hours-per-week,Orig_Country,Output_Class
28, Local-gov, Assoc-acdm,16,12, Married-civ-spouse, Protective-serv, Male,0,0,45, USA, High
24, Self-emp-inc, Bachelors,17,13, Never-married, Adm-clerical, Male,0,0,20, USA, Low
29, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,55, USA, Low
61, Private, Assoc-acdm,16,12, Divorced, Prof-specialty, Male,0,0,40, USA, Low
38, Private, Bachelors,17,13, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, High
56, Private, Doctorate,20,16, Married-civ-spouse, Prof-specialty, Male,7688,0,65, USA, High
28, Private, Few Years College,14,10, Never-married, Other-service, Male,0,0,60, USA, Low
24, Private, HS-grad,13,9, Divorced, Sales, Female,0,0,30, USA, Low
35, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,15024,0,50, USA, High
31, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,43, USA, Low
39, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,55, USA, High
35, ?, 11th,11,7, Divorced, ?, Female,0,0,6, USA, Low
20, Private, HS-grad,13,9, Never-married, Other-service, Female,0,0,35, USA, Low
25, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,40, USA, Low
23, Private, Bachelors,17,13, Never-married, Exec-managerial, Male,0,0,25, USA, Low
37, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,40, USA, High
47, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, High
36, Private, Bachelors,17,13, Never-married, Sales, Female,0,0,40, USA, Low
34, Federal-gov, HS-grad,13,9, Divorced, Adm-clerical, Female,0,0,40, USA, Low
35, Self-emp-not-inc, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,60, USA, Low
85, Self-emp-inc, Bachelors,17,13, Widowed, Exec-managerial, Male,0,0,40, USA, High
71, Self-emp-inc, Bachelors,17,13, Married-civ-spouse, Sales, Male,20051,0,30, USA, High
23, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,40, USA, Low
39, State-gov, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,48, USA, High
77, Self-emp-inc, HS-grad,13,9, Married-civ-spouse, Other-service, Male,0,0,35, USA, High
20, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,20, USA, Low
40, Private, Few Years College,14,10, Divorced, Sales, Female,0,0,40, USA, Low
34, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,15024,0,60, USA, High
33, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,5178,0,55, USA, High
34, Self-emp-not-inc, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,60, India, Low
36, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,3325,0,40, USA, Low
36, Private, 11th,11,7, Married-civ-spouse, Adm-clerical, Male,0,0,40, USA, Low
32, Local-gov, Assoc-acdm,16,12, Married-civ-spouse, Exec-managerial, Male,0,2057,70, USA, Low
26, Local-gov, Bachelors,17,13, Married-civ-spouse, Protective-serv, Male,0,0,43, USA, Low
37, State-gov, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,0,0,40, ?, Low
42, Private, Bachelors,17,13, Married-civ-spouse, Sales, Male,5178,0,45, USA, High
38, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,45, USA, High
48, Private, 10th,10,6, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
23, Private, Few Years College,14,10, Never-married, Handlers-cleaners, Male,0,0,40, USA, Low
37, Private, HS-grad,13,9, Married-civ-spouse, Sales, Male,0,0,50, USA, Low
38, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,7688,0,35, China, High
33, Private, Few Years College,14,10, Divorced, Craft-repair, Male,0,0,45, USA, Low
26, Private, 11th,11,7, Never-married, Other-service, Female,0,0,40, USA, Low
25, Private, Bachelors,17,13, Married-civ-spouse, Other-service, Female,0,0,40, USA, Low
61, Private, 10th,10,6, Widowed, Craft-repair, Female,0,2001,40, USA, Low
44, Self-emp-not-inc, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,50, USA, Low
65, Self-emp-inc, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,9386,0,35, USA, High
23, Private, Few Years College,14,10, Never-married, Sales, Female,0,0,38, ?, Low
67, State-gov, 10th,10,6, Widowed, Other-service, Female,0,0,12, USA, Low
37, Private, HS-grad,13,9, Divorced, Adm-clerical, Female,0,0,40, USA, Low
48, Private, Prof-school,19,15, Married-civ-spouse, Prof-specialty, Male,0,1977,70, USA, High
35, Federal-gov, HS-grad,13,9, Never-married, Adm-clerical, Male,0,0,40, USA, Low
48, Private, Bachelors,17,13, Divorced, Tech-support, Female,0,0,40, USA, Low
50, ?, Few Years College,14,10, Married-civ-spouse, ?, Male,0,0,50, ?, Low
36, Private, Assoc-acdm,16,12, Married-civ-spouse, Tech-support, Male,0,0,40, USA, High
20, Private, Few Years College,14,10, Never-married, Sales, Female,0,0,35, USA, Low
32, Private, HS-grad,13,9, Married-civ-spouse, Sales, Male,0,0,30, USA, Low
18, Private, 11th,11,7, Never-married, Adm-clerical, Female,0,0,10, USA, Low
36, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, High
50, Private, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,0,0,55, USA, High
24, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,7298,0,60, USA, High
43, Private, Bachelors,17,13, Married-spouse-absent, Sales, Female,0,0,20, USA, Low
27, Private, Few Years College,14,10, Never-married, Sales, Male,0,0,40, USA, Low
17, ?, 10th,10,6, Never-married, ?, Female,0,0,30, USA, Low
29, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,1977,45, USA, High
19, Private, Few Years College,14,10, Never-married, Other-service, Male,0,0,25, USA, Low
38, Private, Assoc-voc,15,11, Married-civ-spouse, Sales, Male,0,0,50, USA, High
64, Private, 10th,10,6, Married-civ-spouse, Transport-moving, Male,0,0,50, USA, Low
31, Self-emp-not-inc, Few Years College,14,10, Never-married, Craft-repair, Male,4650,0,40, USA, Low
30, Private, Assoc-voc,15,11, Married-spouse-absent, Craft-repair, Male,0,0,40, USA, Low
30, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Female,0,0,40, Greece, High
33, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,15024,0,40, Puerto-Rico, High
59, Private, Few Years College,14,10, Divorced, Other-service, Female,0,0,40, USA, Low
40, Private, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,50, USA, Low
27, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,4865,0,40, USA, Low
34, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,45, Peru, Low
27, Private, Few Years College,14,10, Married-civ-spouse, Handlers-cleaners, Male,0,0,50, USA, Low
23, Private, Few Years College,14,10, Never-married, Sales, Female,0,0,35, USA, Low
41, Federal-gov, Masters,18,14, Never-married, Tech-support, Male,0,0,40, USA, Low
36, Private, HS-grad,13,9, Married-civ-spouse, Other-service, Male,0,0,40, ?, Low
25, Private, Few Years College,14,10, Never-married, Exec-managerial, Male,0,0,20, USA, Low
33, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,55, USA, High
26, Self-emp-not-inc, Bachelors,17,13, Never-married, Sales, Male,0,0,60, USA, Low
42, Private, Assoc-voc,15,11, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, Low
25, Private, Few Years College,14,10, Never-married, Farming-fishing, Male,0,0,40, USA, Low
45, Private, HS-grad,13,9, Married-civ-spouse, Prof-specialty, Male,3103,0,40, USA, High
59, Private, HS-grad,13,9, Separated, Other-service, Female,0,0,37, USA, Low
26, Private, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,40, USA, High
20, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,40, USA, Low
53, Self-emp-not-inc, Prof-school,19,15, Married-civ-spouse, Prof-specialty, Male,0,0,40, India, High
32, Local-gov, HS-grad,13,9, Never-married, Farming-fishing, Male,0,0,40, USA, Low
22, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,0,0,35, USA, Low
53, Private, Bachelors,17,13, Divorced, Sales, Male,0,0,45, USA, Low
47, Private, Few Years College,14,10, Divorced, Tech-support, Female,0,0,40, USA, Low
21, ?, Preschool,5,1, Married-civ-spouse, ?, Female,0,0,40, Mexico, Low
17, Private, 10th,10,6, Never-married, Handlers-cleaners, Female,0,0,15, USA, Low
48, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
32, Self-emp-not-inc, Assoc-voc,15,11, Never-married, Sales, Female,0,0,7, USA, Low
58, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, High
72, Private, 1st-4th,6,2, Married-civ-spouse, Other-service, Male,0,0,36, USA, Low
45, Private, Masters,18,14, Divorced, Prof-specialty, Male,0,0,38, USA, Low
41, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
66, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Male,0,0,42, USA, High
34, Private, Masters,18,14, Never-married, Exec-managerial, Female,0,0,50, USA, High
33, Private, HS-grad,13,9, Divorced, Machine-op-inspct, Female,0,0,40, USA, Low
47, Private, Bachelors,17,13, Never-married, Exec-managerial, Female,0,0,50, USA, Low
35, Private, Bachelors,17,13, Never-married, Craft-repair, Male,0,0,35, USA, Low
27, Private, Assoc-acdm,16,12, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
49, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
36, Private, HS-grad,13,9, Divorced, Adm-clerical, Female,0,0,40, USA, Low
25, Private, Assoc-acdm,16,12, Never-married, Adm-clerical, Female,0,0,38, USA, Low
38, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Male,0,0,40, USA, Low
21, State-gov, Few Years College,14,10, Never-married, Adm-clerical, Male,0,0,30, USA, Low
29, Private, HS-grad,13,9, Never-married, Tech-support, Female,0,0,45, USA, Low
42, Private, Assoc-acdm,16,12, Divorced, Adm-clerical, Male,0,0,40, USA, Low
28, Private, Bachelors,17,13, Divorced, Exec-managerial, Male,0,0,40, USA, Low
26, Private, Few Years College,14,10, Never-married, Handlers-cleaners, Male,0,0,30, USA, Low
65, State-gov, Prof-school,19,15, Married-civ-spouse, Exec-managerial, Male,2653,0,8, USA, Low
19, Self-emp-not-inc, Few Years College,14,10, Never-married, Farming-fishing, Male,0,0,40, USA, Low
22, Private, Few Years College,14,10, Never-married, Protective-serv, Male,0,0,40, USA, Low
54, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,7298,0,40, USA, High
46, Private, Bachelors,17,13, Married-civ-spouse, Craft-repair, Male,0,0,77, USA, Low
34, Private, HS-grad,13,9, Never-married, Craft-repair, Male,2202,0,99, USA, Low
57, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Farming-fishing, Male,0,0,20, USA, Low
32, Private, Bachelors,17,13, Never-married, Exec-managerial, Female,0,0,45, USA, Low
36, Self-emp-not-inc, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,40, Germany, Low
34, Private, Assoc-voc,15,11, Married-civ-spouse, Craft-repair, Female,0,0,27, USA, High
54, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,1628,40, USA, Low
34, Private, 11th,11,7, Divorced, Sales, Female,0,0,37, USA, Low
72, Private, 5th-6th,7,3, Married-civ-spouse, Other-service, Male,0,0,36, USA, Low
23, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
53, Private, 5th-6th,7,3, Married-civ-spouse, Exec-managerial, Male,7688,0,10, Yugoslavia, High
57, Private, 11th,11,7, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, High
22, Local-gov, Few Years College,14,10, Never-married, Exec-managerial, Male,0,0,20, USA, Low
40, Private, Few Years College,14,10, Married-civ-spouse, Tech-support, Male,0,0,40, USA, Low
31, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
18, Private, Few Years College,14,10, Never-married, Other-service, Female,0,0,32, USA, Low
51, Federal-gov, Few Years College,14,10, Married-civ-spouse, Adm-clerical, Male,0,0,44, USA, High
24, Private, Assoc-acdm,16,12, Never-married, Sales, Male,0,0,25, USA, Low
49, Private, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,60, USA, High
76, ?, 5th-6th,7,3, Married-civ-spouse, ?, Male,0,0,8, USA, Low
37, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,40, USA, Low
29, Private, HS-grad,13,9, Divorced, Exec-managerial, Female,0,0,45, USA, Low
21, Private, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,53, USA, Low
49, Private, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,40, USA, Low
69, ?, HS-grad,13,9, Married-civ-spouse, ?, Male,0,0,40, USA, Low
38, ?, HS-grad,13,9, Married-civ-spouse, ?, Male,0,0,40, USA, Low
44, Private, Masters,18,14, Never-married, Craft-repair, Female,0,0,40, USA, Low
31, Private, Few Years College,14,10, Divorced, Exec-managerial, Male,0,0,40, USA, Low
54, Private, Masters,18,14, Separated, Exec-managerial, Male,0,0,40, USA, Low
26, Private, HS-grad,13,9, Never-married, Other-service, Female,0,0,50, USA, Low
40, Private, Bachelors,17,13, Never-married, Exec-managerial, Female,0,0,50, USA, Low
41, Federal-gov, Masters,18,14, Never-married, Prof-specialty, Female,0,0,40, USA, Low
48, Self-emp-inc, Doctorate,20,16, Married-civ-spouse, Prof-specialty, Male,0,1902,50, USA, High
51, Local-gov, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,7298,0,40, USA, High
36, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,60, USA, High
35, Private, HS-grad,13,9, Never-married, Craft-repair, Female,0,0,40, USA, Low
32, Private, Masters,18,14, Divorced, Sales, Female,0,0,50, USA, High
39, Private, Bachelors,17,13, Married-civ-spouse, Craft-repair, Male,0,0,52, USA, Low
55, Private, Masters,18,14, Widowed, Exec-managerial, Female,0,0,40, USA, High
26, Private, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,40, USA, Low
46, Local-gov, 10th,10,6, Divorced, Protective-serv, Female,0,0,20, USA, Low
70, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Tech-support, Female,0,0,24, USA, Low
20, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,30, USA, Low
46, Self-emp-inc, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,10, USA, Low
35, Private, HS-grad,13,9, Divorced, Exec-managerial, Male,0,0,40, USA, Low
20, Private, HS-grad,13,9, Never-married, Other-service, Female,0,0,40, USA, Low
57, Self-emp-inc, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,99999,0,60, USA, High
64, ?, 10th,10,6, Married-civ-spouse, ?, Male,0,0,50, USA, High
63, Self-emp-not-inc, Masters,18,14, Married-civ-spouse, Sales, Male,0,0,60, USA, High
21, Federal-gov, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,30, USA, Low
43, Local-gov, Bachelors,17,13, Married-civ-spouse, Protective-serv, Male,0,0,45, USA, High
35, Private, Assoc-acdm,16,12, Never-married, Exec-managerial, Male,0,0,38, USA, Low
21, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,29, USA, Low
23, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,0,0,38, USA, Low
35, Private, Assoc-acdm,16,12, Married-civ-spouse, Prof-specialty, Male,0,0,45, USA, Low
28, Private, Assoc-voc,15,11, Never-married, Prof-specialty, Male,0,0,40, USA, Low
61, ?, HS-grad,13,9, Married-civ-spouse, ?, Male,0,0,40, USA, Low
45, Self-emp-not-inc, 10th,10,6, Married-civ-spouse, Craft-repair, Male,0,0,40, Haiti, Low
73, Local-gov, 10th,10,6, Married-civ-spouse, Farming-fishing, Male,0,0,5, USA, Low
33, State-gov, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
25, Private, Assoc-voc,15,11, Separated, Other-service, Female,0,0,34, USA, Low
19, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,40, USA, Low
42, Private, 11th,11,7, Married-civ-spouse, Transport-moving, Male,0,0,47, USA, Low
27, Private, Bachelors,17,13, Married-civ-spouse, Sales, Male,7688,0,45, USA, High
24, Self-emp-inc, Bachelors,17,13, Never-married, Sales, Female,0,0,20, USA, Low
19, Private, Few Years College,14,10, Never-married, Sales, Female,0,0,25, USA, Low
36, Private, HS-grad,13,9, Separated, Adm-clerical, Female,0,0,38, USA, Low
41, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,50, USA, High
43, Private, Few Years College,14,10, Never-married, Adm-clerical, Male,0,0,40, USA, Low
40, Local-gov, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,0,0,35, USA, High
57, Private, HS-grad,13,9, Divorced, Adm-clerical, Female,0,1876,38, USA, Low
58, Private, HS-grad,13,9, Divorced, Adm-clerical, Female,0,0,40, USA, Low
22, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,35, USA, Low
39, Federal-gov, Few Years College,14,10, Married-civ-spouse, Adm-clerical, Male,0,0,48, USA, Low
24, Private, Preschool,5,1, Never-married, Adm-clerical, Male,0,0,40, Mexico, Low
29, State-gov, Prof-school,19,15, Never-married, Prof-specialty, Female,4787,0,40, USA, High
26, State-gov, HS-grad,13,9, Married-civ-spouse, Other-service, Male,0,0,40, USA, Low
27, Private, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,40, USA, Low
67, Self-emp-inc, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,45, USA, Low
49, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,5013,0,50, USA, Low
47, Private, HS-grad,13,9, Married-civ-spouse, Priv-house-serv, Female,0,0,35, USA, High
59, Self-emp-not-inc, 11th,11,7, Married-civ-spouse, Sales, Male,0,0,70, USA, High
23, Private, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,40, USA, Low
35, Private, Assoc-voc,15,11, Married-civ-spouse, Exec-managerial, Male,3103,0,50, USA, High
48, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,55, USA, Low
33, Self-emp-not-inc, 10th,10,6, Married-civ-spouse, Transport-moving, Male,0,0,50, ?, Low
37, Private, Assoc-acdm,16,12, Never-married, Prof-specialty, Male,6849,0,80, USA, Low
29, Private, HS-grad,13,9, Married-civ-spouse, Farming-fishing, Male,0,0,60, USA, Low
24, Private, Masters,18,14, Never-married, Prof-specialty, Female,0,0,40, USA, Low
41, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,40, USA, High
21, Self-emp-not-inc, HS-grad,13,9, Never-married, Craft-repair, Male,4865,0,35, USA, Low
26, Private, Few Years College,14,10, Never-married, Handlers-cleaners, Male,0,0,35, USA, Low
54, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,1848,40, England, High
60, Private, HS-grad,13,9, Married-civ-spouse, Prof-specialty, Male,0,0,25, USA, Low
38, Private, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,40, USA, Low
19, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Male,0,0,40, USA, Low
41, Local-gov, Bachelors,17,13, Never-married, Prof-specialty, Female,0,0,40, USA, Low
37, Local-gov, Masters,18,14, Never-married, Prof-specialty, Male,0,0,40, ?, Low
37, Local-gov, Bachelors,17,13, Never-married, Other-service, Male,0,0,60, USA, Low
22, Private, Few Years College,14,10, Never-married, Other-service, Male,0,0,35, USA, Low
33, Private, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,15024,0,40, USA, High
22, ?, Few Years College,14,10, Never-married, ?, Male,0,0,40, USA, Low
